Mod:Item:MetaData, Localized Name
hbm:tile.ladder_titanium, Titanium Ladder
hbm:tile.ladder_copper, Copper Ladder
hbm:tile.ladder_tungsten, Tungsten Ladder
hbm:tile.ladder_aluminium, Aluminium Ladder
hbm:tile.ladder_steel, Steel Ladder
hbm:tile.ladder_lead, Lead Ladder
hbm:tile.ladder_cobalt, Cobalt Ladder
hbm:tile.barrel_plastic, Safe Barrel™
hbm:tile.barrel_corroded, Corroded Barrel
hbm:tile.barrel_iron, Iron Barrel
hbm:tile.barrel_steel, Steel Barrel
hbm:tile.barrel_tcalloy, Technetium Steel Barrel
hbm:tile.barrel_antimatter, Magnetic Antimatter Container
hbm:tile.machine_battery_potato, Potato Battery Block
hbm:tile.machine_battery, Energy Storage Block
hbm:tile.machine_lithium_battery, Li-Ion Energy Storage Block
hbm:tile.machine_schrabidium_battery, Schrabidium Energy Storage Block
hbm:tile.machine_dineutronium_battery, Spark Energy Storage Block
hbm:tile.machine_fensu, FEnSU
hbm:tile.machine_transformer, 10k-20Hz Transformer
hbm:tile.machine_transformer_20, 10k-1Hz Transformer
hbm:tile.machine_transformer_dnt, DNT-20Hz Transformer
hbm:tile.machine_transformer_dnt_20, DNT-1Hz Transformer
hbm:tile.machine_converter_he_rf, HE to RF Converter
hbm:tile.machine_converter_rf_he, RF to HE Converter
hbm:tile.machine_electric_furnace_off, Electric Furnace
hbm:tile.machine_electric_furnace_on, Electric Furnace
hbm:tile.machine_arc_furnace_off, Arc Furnace
hbm:tile.machine_arc_furnace_on, Arc Furnace
hbm:tile.machine_microwave, Microwave
hbm:tile.machine_assembler, Assembly Machine
hbm:tile.machine_assemfac, Assembly Factory
hbm:tile.machine_chemplant, Chemical Plant
hbm:tile.machine_chemfac, Chemical Factory
hbm:tile.machine_fluidtank, Tank
hbm:tile.machine_bat9000, Big-Ass Tank 9000
hbm:tile.machine_orbus, Heavy Magnetic Storage Tank
hbm:tile.machine_boiler_off, Boiler
hbm:tile.machine_boiler_on, Boiler
hbm:tile.machine_boiler_electric_on, Electric Boiler
hbm:tile.machine_boiler_electric_off, Electric Boiler
hbm:tile.machine_turbine, Steam Turbine
hbm:tile.machine_large_turbine, Industrial Steam Turbine
hbm:tile.machine_chungus, Leviathan Steam Turbine
hbm:tile.machine_condenser, Steam Condenser
hbm:tile.machine_tower_small, Auxiliary Cooling Tower
hbm:tile.machine_tower_large, Cooling Tower
hbm:tile.machine_deuterium_extractor, Deuterium Extractor
hbm:tile.machine_deuterium_tower, Deuterium Extraction Tower
hbm:tile.machine_liquefactor, Industrial Liquefaction Machine
hbm:tile.machine_solidifier, Industrial Solidification Machine
hbm:tile.machine_electrolyser, tile.machine_electrolyser.name
hbm:tile.machine_deaerator, tile.machine_deaerator.name
hbm:tile.machine_waste_drum, Spent Fuel Pool Drum
hbm:tile.machine_storage_drum, Nuclear Waste Disposal Drum
hbm:tile.machine_shredder, Shredder
hbm:tile.machine_shredder_large, tile.machine_shredder_large.name
hbm:tile.machine_well, Oil Derrick
hbm:tile.machine_pumpjack, Pumpjack
hbm:tile.machine_fracking_tower, Hydraulic Fracking Tower
hbm:tile.machine_flare, Flare Stack
hbm:tile.machine_refinery, Oil Refinery
hbm:tile.machine_fraction_tower, Fractioning Tower
hbm:tile.fraction_spacer, Fractioning Tower Separator
hbm:tile.machine_catalytic_cracker, Catalytic Cracking Tower
hbm:tile.machine_drill, Automatic Mining Drill
hbm:tile.machine_mining_laser, Mining Laser
hbm:tile.barricade, Sand Bags
hbm:tile.machine_turbofan, Turbofan
hbm:tile.machine_schrabidium_transmutator, Schrabidium Transmutation Device
hbm:tile.machine_combine_factory, CMB Steel Furnace
hbm:tile.machine_teleporter, Teleporter
hbm:tile.machine_satlinker, Satellite ID Manager
hbm:tile.machine_keyforge, Locksmith Table
hbm:tile.machine_armor_table, Armor Modification Table
hbm:tile.machine_forcefield, Forcefield Emitter
hbm:tile.radiorec, Broken FM Radio
hbm:tile.radiobox, Rosenberg Pest Control Box
hbm:tile.marker_structure, Multiblock Structure Marker
hbm:tile.muffler, Muffler
hbm:tile.struct_launcher, Launch Pad Component Block
hbm:tile.struct_scaffold, Launch Pad Scaffold Block
hbm:tile.struct_launcher_core, Compact Launcher Core Component
hbm:tile.struct_launcher_core_large, Launch Table Core Component
hbm:tile.struct_soyuz_core, Soyuz Launcher Core Component
hbm:tile.struct_iter_core, Fusion Reactor Core Component
hbm:tile.struct_plasma_core, Plasma Heater Core Component
hbm:tile.absorber, Radiation Absorber
hbm:tile.absorber_red, Enhanced Radiation Absorber
hbm:tile.absorber_green, Advanced Radiation Absorber
hbm:tile.absorber_pink, Elite Radiation Absorber
hbm:tile.decon, Player Decontaminator
hbm:tile.transission_hatch, tile.transission_hatch.name
hbm:tile.machine_solar_boiler, Solar Tower Boiler
hbm:tile.solar_mirror, Heliostat Mirror
hbm:tile.factory_titanium_hull, Basic Factory Casing
hbm:tile.factory_titanium_furnace, Basic Factory Access Hatch
hbm:tile.factory_titanium_conductor, Basic Factory Electricity Port
hbm:tile.factory_titanium_core, Basic Factory Core Component
hbm:tile.factory_advanced_hull, Advanced Factory Casing
hbm:tile.factory_advanced_furnace, Advanced Factory Access Hatch
hbm:tile.factory_advanced_conductor, Advanced Factory Electricity Port
hbm:tile.factory_advanced_core, Advanced Factory Core Component
hbm:tile.reactor_element, Reactor Chamber
hbm:tile.reactor_control, Control Rods
hbm:tile.reactor_hatch, Reactor Access Hatch
hbm:tile.reactor_ejector, Reactor Waste Ejector
hbm:tile.reactor_inserter, Reactor Fuel Inserter
hbm:tile.reactor_conductor, Reactor Boiler
hbm:tile.reactor_computer, Reactor Control
hbm:tile.fusion_conductor, Superconducting Magnet
hbm:tile.fusion_center, Central Magnet Piece
hbm:tile.fusion_motor, Magnet Motor Piece
hbm:tile.fusion_heater, Plasma Heater Component
hbm:tile.fusion_hatch, Duct Deco Block
hbm:tile.plasma, Plasma
hbm:tile.iter, Fusion Reactor
hbm:tile.plasma_heater, Plasma Heater
hbm:tile.watz_element, Watz Reaction Chamber
hbm:tile.watz_control, Reinforced Control Rods
hbm:tile.watz_cooler, Watz Reactor Supercooler
hbm:tile.watz_end, Watz Reactor Stability Element
hbm:tile.watz_hatch, Watz Reactor Access Hatch
hbm:tile.watz_conductor, Watz Electricity Port
hbm:tile.watz_core, Watz Reactor Control
hbm:tile.watz, tile.watz.name
hbm:tile.fwatz_conductor, 4000K Superconducting Magnet
hbm:tile.fwatz_scaffold, Fusionary Watz Plant Structural Support
hbm:tile.fwatz_hatch, Fusionary Watz Plant Access Hatch
hbm:tile.fwatz_computer, Fusionary Watz Reactor Calculation Matrix
hbm:tile.fwatz_core, Fusionary Watz Reactor Control
hbm:tile.fwatz_cooler, Regenerative Coolant Fluid Tank Shell
hbm:tile.fwatz_tank, Regenerative Coolant Fluid Tank
hbm:tile.fwatz_plasma, Destabilized Antischrabidium Plasma
hbm:tile.balefire, tile.balefire.name
hbm:tile.fire_digamma, Lingering Digamma
hbm:tile.digamma_matter, tile.digamma_matter.name
hbm:tile.volcano_core:0, Volcano Core
hbm:tile.volcano_core:1, Volcano Core
hbm:tile.volcano_core:2, Volcano Core
hbm:tile.volcano_core:3, Volcano Core
hbm:tile.ams_base, AMS Base (Deco)
hbm:tile.ams_emitter, AMS Emitter (Deco)
hbm:tile.ams_limiter, AMS Stabilizer (Deco)
hbm:tile.dfc_emitter, DFC Emitter
hbm:tile.dfc_injector, DFC Fuel Injector
hbm:tile.dfc_receiver, DFC Receiver
hbm:tile.dfc_stabilizer, DFC Stabilizer
hbm:tile.dfc_core, Dark Fusion Core
hbm:tile.machine_missile_assembly, Missile Assembly Station
hbm:tile.launch_pad, Missile Launch Pad
hbm:tile.compact_launcher, Compact Launch Pad
hbm:tile.launch_table, Large Launch Pad
hbm:tile.soyuz_launcher, Soyuz Launch Platform
hbm:tile.sat_dock, Cargo Landing Pad
hbm:tile.soyuz_capsule, Cargo Landing Capsule
hbm:tile.machine_radar, Radar
hbm:tile.book_guide, Hbm's Nuclear Tech Mod Manual [LEGACY]
hbm:tile.sat_mapper, Surface Mapping Satellite (Deco Block)
hbm:tile.sat_scanner, Satellite with Depth-Resource Scanning Module (Deco Block)
hbm:tile.sat_radar, Radar Survey Satellite (Deco Block)
hbm:tile.sat_laser, Orbital Death Ray (Deco Block)
hbm:tile.sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion (Deco Block)
hbm:tile.sat_resonator, Xenium Resonator Satellite (Deco Block)
hbm:tile.rail_wood, Wooden Tracks
hbm:tile.rail_narrow, Narrow Gauge Cart Rail
hbm:tile.rail_highspeed, High Speed Rail
hbm:tile.rail_booster, High Speed Booster Rail
hbm:tile.crate, Supply Crate
hbm:tile.crate_weapon, Weapon Crate
hbm:tile.crate_lead, Hazmat Crate
hbm:tile.crate_metal, Machine Crate
hbm:tile.crate_red, Red Crate
hbm:tile.crate_can, Conserve Crate
hbm:tile.crate_ammo, Starmetal Crate
hbm:tile.crate_jungle, Enargite Crate
hbm:tile.#null, tile.#null.name
hbm:tile.#void, tile.#void.name
hbm:tile.#ngtv, tile.#ngtv.name
hbm:tile.#undef, tile.#undef.name
hbm:tile.mud_block, Poisonous Mud
hbm:tile.acid_block, Acid
hbm:tile.toxic_block, Stereotypical Green Ooze
hbm:tile.schrabidic_block, Schrabidic Acid
hbm:tile.corium_block, Corium
hbm:tile.volcanic_lava_block, Volcanic Lava
hbm:tile.sulfuric_acid_block, Sulfuric Acid
hbm:tile.dummy_block_flare, tile.dummy_block_flare.name
hbm:tile.dummy_port_flare, tile.dummy_port_flare.name
hbm:tile.dummy_block_drill, tile.dummy_block_drill.name
hbm:tile.dummy_port_drill, tile.dummy_port_drill.name
hbm:tile.dummy_block_assembler, tile.dummy_block_assembler.name
hbm:tile.dummy_port_assembler, tile.dummy_port_assembler.name
hbm:tile.dummy_block_chemplant, tile.dummy_block_chemplant.name
hbm:tile.dummy_port_chemplant, tile.dummy_port_chemplant.name
hbm:tile.dummy_block_fluidtank, tile.dummy_block_fluidtank.name
hbm:tile.dummy_port_fluidtank, tile.dummy_port_fluidtank.name
hbm:tile.dummy_block_refinery, tile.dummy_block_refinery.name
hbm:tile.dummy_port_refinery, tile.dummy_port_refinery.name
hbm:tile.dummy_block_pumpjack, tile.dummy_block_pumpjack.name
hbm:tile.dummy_port_pumpjack, tile.dummy_port_pumpjack.name
hbm:tile.dummy_block_turbofan, tile.dummy_block_turbofan.name
hbm:tile.dummy_port_turbofan, tile.dummy_port_turbofan.name
hbm:tile.dummy_block_ams_limiter, tile.dummy_block_ams_limiter.name
hbm:tile.dummy_port_ams_limiter, tile.dummy_port_ams_limiter.name
hbm:tile.dummy_block_ams_emitter, tile.dummy_block_ams_emitter.name
hbm:tile.dummy_port_ams_emitter, tile.dummy_port_ams_emitter.name
hbm:tile.dummy_block_ams_base, tile.dummy_block_ams_base.name
hbm:tile.dummy_port_ams_base, tile.dummy_port_ams_base.name
hbm:tile.dummy_block_radgen, tile.dummy_block_radgen.name
hbm:tile.dummy_port_radgen, tile.dummy_port_radgen.name
hbm:tile.dummy_block_vault, tile.dummy_block_vault.name
hbm:tile.dummy_block_blast, tile.dummy_block_blast.name
hbm:tile.dummy_block_uf6, tile.dummy_block_uf6.name
hbm:tile.dummy_block_puf6, tile.dummy_block_puf6.name
hbm:tile.dummy_plate_compact_launcher, tile.dummy_plate_compact_launcher.name
hbm:tile.dummy_port_compact_launcher, tile.dummy_port_compact_launcher.name
hbm:tile.dummy_plate_launch_table, tile.dummy_plate_launch_table.name
hbm:tile.dummy_port_launch_table, tile.dummy_port_launch_table.name
hbm:tile.dummy_plate_cargo, tile.dummy_plate_cargo.name
hbm:tile.oil_pipe, Crude Oil Extraction Pipe
hbm:tile.drill_pipe, Drill Pipe
hbm:tile.vent_chlorine, Chlorine Vent
hbm:tile.vent_cloud, Cloud Vent
hbm:tile.vent_pink_cloud, Pink Cloud Vent
hbm:tile.vent_chlorine_seal, Chlorine Seal
hbm:tile.chlorine_gas, Chlorine Gas
hbm:tile.gas_radon, Radon Gas
hbm:tile.gas_radon_dense, Dense Radon Gas
hbm:tile.gas_radon_tomb, Tomb Gas
hbm:tile.gas_meltdown, Meltdown Gas
hbm:tile.gas_monoxide, Carbon Monoxide
hbm:tile.gas_asbestos, Airborne Asbestos Particles
hbm:tile.gas_coal, Airborne Coal Dust
hbm:tile.gas_flammable, Flammable Gas
hbm:tile.gas_explosive, Explosive Gas
hbm:tile.vacuum, Vacuum
hbm:tile.crystal_virus, Dark Crystal
hbm:tile.crystal_hardened, Hardened Dark Crystal
hbm:tile.crystal_pulsar, Pulsating Crystal
hbm:tile.taint:0, Taint
hbm:tile.taint:1, Taint
hbm:tile.taint:2, Taint
hbm:tile.taint:3, Taint
hbm:tile.taint:4, Taint
hbm:tile.taint:5, Taint
hbm:tile.taint:6, Taint
hbm:tile.taint:7, Taint
hbm:tile.taint:8, Taint
hbm:tile.taint:9, Taint
hbm:tile.taint:10, Taint
hbm:tile.taint:11, Taint
hbm:tile.taint:12, Taint
hbm:tile.taint:13, Taint
hbm:tile.taint:14, Taint
hbm:tile.taint:15, Taint
hbm:tile.residue, Cloud Residue
hbm:tile.cheater_virus, Gelid Euphemium
hbm:tile.cheater_virus_seed, Unstable Euphemium Schrabide Block
hbm:tile.ntm_dirt, Dirt
hbm:tile.pink_log, Pink Log
hbm:tile.pink_planks, Pink Wood Planks
hbm:tile.pink_slab, Pink Wood Slab
hbm:tile.pink_double_slab, tile.pink_double_slab.name
hbm:tile.pink_stairs, Pink Wood Stairs
hbm:tile.ff, tile.ff.name
ImmersiveEngineering:ore:0, Copper Ore
ImmersiveEngineering:ore:1, Bauxite Ore
ImmersiveEngineering:ore:2, Lead Ore
ImmersiveEngineering:ore:3, Silver Ore
ImmersiveEngineering:ore:4, Nickel Ore
ImmersiveEngineering:storage:0, Block of Copper
ImmersiveEngineering:storage:1, Block of Aluminium
ImmersiveEngineering:storage:2, Block of Lead
ImmersiveEngineering:storage:3, Block of Silver
ImmersiveEngineering:storage:4, Block of Nickel
ImmersiveEngineering:storage:5, Block of Constantan
ImmersiveEngineering:storage:6, Block of Electrum
ImmersiveEngineering:storage:7, Block of Steel
ImmersiveEngineering:storage:8, Copper Wire Coil
ImmersiveEngineering:storage:9, Electrum Wire Coil
ImmersiveEngineering:storage:10, High-Voltage Wire Coil
ImmersiveEngineering:storageSlab:0, Copper Slab
ImmersiveEngineering:storageSlab:1, Aluminium Slab
ImmersiveEngineering:storageSlab:2, Lead Slab
ImmersiveEngineering:storageSlab:3, Silver Slab
ImmersiveEngineering:storageSlab:4, Nickel Slab
ImmersiveEngineering:storageSlab:5, Constantan Slab
ImmersiveEngineering:storageSlab:6, Electrum Slab
ImmersiveEngineering:storageSlab:7, Steel Slab
ImmersiveEngineering:stoneSlab:0, Hempcrete Slab
ImmersiveEngineering:stoneSlab:1, Concrete Slab
ImmersiveEngineering:stoneSlab:2, Concrete Tile Slab
ImmersiveEngineering:metalDevice:0, LV Wire Connector
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:2, MV Wire Connector
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:4, Transformer
ImmersiveEngineering:metalDevice:5, HV Wire Relay
ImmersiveEngineering:metalDevice:6, HV Wire Connector
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:8, HV Transformer
ImmersiveEngineering:metalDevice:9, Kinetic Dynamo
ImmersiveEngineering:metalDevice:10, Thermoelectric Generator
ImmersiveEngineering:metalDevice:11, Conveyor Belt
ImmersiveEngineering:metalDevice:12, External Heater
ImmersiveEngineering:metalDevice:13, Item Router
ImmersiveEngineering:metalDevice:14, Core Sample Drill
ImmersiveEngineering:metalDevice:15, Dropping Conveyor Belt
ImmersiveEngineering:metalDevice2:0, Breaker Switch
ImmersiveEngineering:metalDevice2:2, Current Transformer
ImmersiveEngineering:metalDevice2:3, Powered Lantern
ImmersiveEngineering:metalDevice2:4, Floodlight
ImmersiveEngineering:metalDevice2:5, Fluid Pipe
ImmersiveEngineering:metalDevice2:6, Fluid Pump
ImmersiveEngineering:metalDevice2:7, Metal Barrel
ImmersiveEngineering:metalDevice2:8, Creative Capacitor
ImmersiveEngineering:metalDevice2:9, Redstone Breaker
ImmersiveEngineering:metalDevice2:10, Charging Station
ImmersiveEngineering:metalDevice2:11, Blast Furnace Preheater
ImmersiveEngineering:metalDecoration:0, Steel Fence
ImmersiveEngineering:metalDecoration:1, Steel Scaffolding
ImmersiveEngineering:metalDecoration:2, Lantern
ImmersiveEngineering:metalDecoration:3, Structural Arm
ImmersiveEngineering:metalDecoration:4, Radiator Block
ImmersiveEngineering:metalDecoration:5, Heavy Engineering Block
ImmersiveEngineering:metalDecoration:6, Generator Block
ImmersiveEngineering:metalDecoration:7, Light Engineering Block
ImmersiveEngineering:metalDecoration:8, Structural Cable Connector
ImmersiveEngineering:metalDecoration:9, Steel Wall Mount
ImmersiveEngineering:metalDecoration:10, Sheet Metal Block
ImmersiveEngineering:metalDecoration:11, Steel Scaffolding
ImmersiveEngineering:metalDecoration:12, Aluminium Fence
ImmersiveEngineering:metalDecoration:13, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:14, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:15, Aluminium Structural Arm
ImmersiveEngineering:metalDecoration2:0, Aluminium Sheet Metal Block
ImmersiveEngineering:metalDecoration2:1, Lead Sheet Metal Block
ImmersiveEngineering:metalDecoration2:2, Steel Sheet Metal Block
ImmersiveEngineering:metalMultiblock:0, Lightning Rod Base
ImmersiveEngineering:metalMultiblock:2, Industrial Squeezer
ImmersiveEngineering:metalMultiblock:3, Fermenter
ImmersiveEngineering:woodenDevice:0, Wooden Post
ImmersiveEngineering:woodenDevice:1, Water Wheel
ImmersiveEngineering:woodenDevice:2, Windmill
ImmersiveEngineering:woodenDevice:3, Improved Windmill
ImmersiveEngineering:woodenDevice:4, Wooden Storage Crate
ImmersiveEngineering:woodenDevice:5, Engineer's Workbench
ImmersiveEngineering:woodenDevice:6, Wooden Barrel
ImmersiveEngineering:woodenDecoration:1, Treated Wood Fence
ImmersiveEngineering:woodenDecoration:2, Treated Wood Slab
ImmersiveEngineering:woodenDecoration:4, Treated Wood Doubleslab
ImmersiveEngineering:woodenDecoration:5, Treated Wood Scaffolding
ImmersiveEngineering:woodenDecoration:6, Wooden Wall Mount
ImmersiveEngineering:treatedWood:0, Treated Wood Planks
ImmersiveEngineering:treatedWood:1, Treated Wood Planks
ImmersiveEngineering:treatedWood:2, Treated Wood Planks
ImmersiveEngineering:woodenStairs, Treated Wood Stairs
ImmersiveEngineering:woodenStairs1, Treated Wood Stairs
ImmersiveEngineering:woodenStairs2, Treated Wood Stairs
ImmersiveEngineering:stoneDevice:4, Insulating Glass
ImmersiveEngineering:stoneDecoration:0, Hempcrete
ImmersiveEngineering:stoneDecoration:1, Coke Brick
ImmersiveEngineering:stoneDecoration:2, Blast Brick
ImmersiveEngineering:stoneDecoration:3, Block of Coal Coke
ImmersiveEngineering:stoneDecoration:4, Concrete
ImmersiveEngineering:stoneDecoration:5, Concrete Tile
ImmersiveEngineering:stoneDecoration:6, Reinforced Blast Brick
ImmersiveEngineering:concreteStairs, Concrete Stairs
ImmersiveEngineering:concreteTileStairs, Concrete Tile Stairs
ImmersiveEngineering:hemp, Industrial Hemp
ImmersiveEngineering:fakeLight, tile.ImmersiveEngineering.fakeLight.name
ImmersiveEngineering:clothDevice, tile.ImmersiveEngineering.clothDevice.name
immersiveintegration:extendablePost, Extendable Wooden Post
immersiveintegration:steelTrapdoor, Steel Trapdoor
immersiveintegration:steelDecoration:0, Coke Oven Wall
immersiveintegration:steelDecoration:1, Heated Coke Oven Wall
immersiveintegration:steelDecoration:2, Coke Oven Port
immersiveintegration:extendedPost, Wooden Post Extension
immersiveintegration:industrialCokeOven, Industrial Coke Oven
immersiveintegration:itemRobin, Item Robin
immersiveintegration:inductionCharger:0, LV Induction Charger
immersiveintegration:inductionCharger:1, MV Induction Charger
immersiveintegration:inductionCharger:2, HV Induction Charger
immersiveintegration:redstoneWireConnector, Redstone Wire Connector
immersiveintegration:meWireConnector, ME Wire Connector
immersiveintegration:meDenseWireConnector, ME Dense Wire Connector
immersiveintegration:meTransformer, ME Transformer
immersiveintegration:meDenseTransformer, ME Dense Transformer
immersiveintegration:aeDecoration:0, Fluix Wire Coil
immersiveintegration:aeDecoration:1, Dense Wire Coil
universalmodcore:immersiverailroading:block_rail_preview, Rail Preview
universalmodcore:immersiverailroading:block_rail_gag, Rail (Gag)
universalmodcore:immersiverailroading:block_rail, Rail
universalmodcore:immersiverailroading:multiblock, tile.immersiverailroading:multiblock.name
harvestcraft:cuttingboard, Cutting Board
harvestcraft:pot, Pot
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:presser, Presser
harvestcraft:sink, tile.sink.name
harvestcraft:salt, Salt Ore
harvestcraft:spamcompressedsaltBlockalt, Compressed Salt Block
harvestcraft:market, Market
harvestcraft:oven, Oven
harvestcraft:ovenon, tile.ovenon.name
harvestcraft:churn, Churn
harvestcraft:churnon, tile.churnon.name
harvestcraft:quern, Quern
harvestcraft:quernon, tile.quernon.name
harvestcraft:fishtrap, Fish Trap
harvestcraft:animaltrap, Animal Trap
harvestcraft:berrygarden, Berry Garden
harvestcraft:desertgarden, Desert Garden
harvestcraft:grassgarden, Grass Garden
harvestcraft:gourdgarden, Gourd Garden
harvestcraft:groundgarden, Ground Garden
harvestcraft:herbgarden, Herb Garden
harvestcraft:leafygarden, Leafy Garden
harvestcraft:mushroomgarden, Mushroom Garden
harvestcraft:stalkgarden, Stalk Garden
harvestcraft:textilegarden, Textile Garden
harvestcraft:tropicalgarden, Tropical Garden
harvestcraft:watergarden, Water Garden
harvestcraft:pamApple, Apple
harvestcraft:pamappleSapling, Apple Sapling
harvestcraft:pamAlmond, Almond
harvestcraft:pamalmondSapling, Almond Sapling
harvestcraft:pamApricot, Apricot
harvestcraft:pamapricotSapling, Apricot Sapling
harvestcraft:pamAvocado, Avocado
harvestcraft:pamavocadoSapling, Avocado Sapling
harvestcraft:pamBanana, Banana
harvestcraft:pambananaSapling, Banana Sapling
harvestcraft:pamCashew, Cashew
